'(32, 39, [25], 2)' 2
'(11, 29, [39], 1)' 1
'(39, 41, [8], 2)' 2
'(5, 7, [29], 1)' 1
'(33, 20, [7], 2)' 2
'(41, 33, [30], 2)' 2
'(40, 38, [31], 2)' 2
'(39, 28, [2], 2)' 2
'(25, 39, [17], 2)' 2
'(39, 41, [25], 2)' 2
'(8, 33, [40], 2)' 2
'(17, 3, [2], 2)' 2
'(29, 34, [36], 1)' 1
'(11, 10, [9], 2)' 1
'(20, 22, [27], 1)' 1
'(28, 30, [20], 2)' 2
'(32, 41, [8], 2)' 2
'(9, 13, [0], 2)' 2
'(9, 37, [0], 2)' 2
'(26, 30, [9], 2)' 2
'(6, 14, [4], 1)' 1
'(34, 39, [27], 2)' 2
'(0, 21, [39], 2)' 2
'(16, 20, [11], 1)' 1
'(34, 35, [36], 1)' 1
'(16, 26, [29], 2)' 2
'(20, 33, [43], 1)' 1
'(27, 29, [11], 1)' 1
'(23, 36, [17], 2)' 2
'(4, 14, [34], 1)' 1
'(0, 5, [43], 2)' 2
'(30, 37, [25], 1)' 1
'(31, 37, [16], 2)' 2
'(22, 34, [20], 2)' 2
'(17, 18, [28], 1)' 1
'(29, 30, [31], 1)' 1
'(33, 3, [2], 2)' 2
'(13, 29, [11], 2)' 2
'(6, 8, [37], 1)' 1
'(17, 41, [13], 1)' 1
'(40, 42, [0], 2)' 2
'(1, 9, [24], 2)' 2
'(4, 29, [32], 2)' 2
'(32, 30, [23], 2)' 2
'(38, 41, [33], 2)' 2
'(34, 38, [39], 2)' 2
'(20, 43, [8], 1)' 1
'(1, 15, [22], 1)' 1
'(43, 15, [13], 2)' 2
'(26, 18, [41], 2)' 2
'(10, 11, [32], 2)' 1
'(40, 35, [24], 2)' 2
'(15, 3, [16], 2)' 2
'(0, 16, [31], 1)' 1
'(41, 20, [18], 2)' 2
'(22, 31, [18], 2)' 2
'(2, 16, [41], 2)' 2
'(41, 35, [43], 2)' 2
'(6, 21, [35], 1)' 1
'(10, 12, [40], 2)' 2
'(12, 4, [2], 2)' 2
'(11, 37, [9], 2)' 2
'(6, 10, [33], 2)' 2
'(40, 33, [39], 3)' 1
'(14, 30, [10], 2)' 2
'(19, 3, [27], 2)' 2
'(39, 6, [42], 2)' 2
'(17, 10, [21], 2)' 2
'(18, 30, [37], 2)' 2
'(16, 23, [6], 2)' 2
'(34, 39, [13], 1)' 1
'(31, 33, [42], 1)' 1
'(28, 29, [11], 2)' 1
'(35, 37, [42], 2)' 2
'(10, 29, [39], 1)' 1
'(6, 24, [5], 1)' 1
'(4, 11, [25], 1)' 1
'(14, 25, [2], 1)' 1
'(5, 10, [34], 1)' 1
'(30, 23, [22], 2)' 2
'(31, 10, [38], 2)' 2
'(43, 42, [41], 2)' 1
'(16, 12, [9], 2)' 2
'(28, 40, [11], 1)' 1
'(30, 35, [37], 2)' 2
'(22, 34, [4], 2)' 2
'(14, 18, [35], 2)' 2
'(25, 37, [2], 2)' 2
'(12, 9, [13], 2)' 2
'(32, 42, [1], 1)' 1
'(4, 25, [27], 2)' 2
'(24, 39, [2], 1)' 1
'(4, 27, [2], 1)' 1
'(8, 28, [40], 1)' 1
'(40, 15, [13], 2)' 2
'(9, 11, [32], 2)' 2
'(17, 27, [1], 1)' 1
'(15, 23, [0], 1)' 1
'(34, 43, [20], 2)' 2
'(14, 23, [32], 1)' 1
'(22, 31, [2], 1)' 1
'(19, 28, [36], 2)' 2
'(9, 14, [28], 2)' 2
'(33, 38, [23], 1)' 1
'(7, 42, [4], 2)' 2
'(9, 0, [15], 2)' 2
'(26, 31, [43], 2)' 2
'(39, 27, [26], 2)' 2
'(21, 15, [39], 2)' 2
'(29, 31, [5], 2)' 2
'(21, 35, [16], 2)' 2
'(37, 18, [5], 2)' 2
'(28, 36, [22], 1)' 1
'(14, 43, [1], 1)' 1
'(15, 20, [32], 1)' 1
'(31, 39, [5], 1)' 1
'(3, 14, [42], 1)' 1
'(7, 39, [5], 2)' 2
'(29, 36, [14], 1)' 1
'(2, 3, [24], 2)' 1
'(22, 42, [9], 2)' 2
'(0, 3, [5], 2)' 2
'(33, 34, [5], 1)' 1
'(30, 8, [3], 2)' 2
'(32, 36, [14], 2)' 2
'(22, 36, [21], 2)' 2
'(22, 34, [8], 2)' 2
'(43, 35, [11], 2)' 2
'(34, 40, [31], 1)' 1
'(33, 37, [13], 2)' 2
'(23, 35, [5], 1)' 1
'(39, 22, [8], 2)' 2
'(1, 9, [43], 1)' 1
'(20, 14, [37], 2)' 2
'(1, 12, [36], 2)' 2
'(3, 18, [2], 2)' 2
'(18, 24, [11], 1)' 1
'(8, 10, [33], 1)' 1
'(4, 20, [38], 1)' 1
'(20, 14, [29], 2)' 2
'(19, 8, [36], 2)' 2
'(5, 30, [32], 2)' 2
'(17, 37, [42], 1)' 1
'(9, 15, [35], 2)' 2
'(20, 40, [0], 1)' 1
'(37, 25, [39], 2)' 2
'(22, 20, [9], 2)' 2
'(37, 26, [17], 2)' 2
'(21, 28, [8], 2)' 2
'(24, 16, [40], 2)' 2
'(12, 23, [32], 1)' 1
'(9, 20, [28], 1)' 1
'(37, 29, [38], 2)' 2
'(10, 33, [39], 2)' 2
'(9, 33, [2], 1)' 1
'(26, 23, [10], 2)' 2
'(28, 36, [22], 2)' 2
'(11, 42, [0], 2)' 2
'(25, 30, [10], 2)' 2
'(36, 12, [4], 2)' 2
'(7, 10, [2], 2)' 2
'(11, 13, [39], 1)' 1
'(40, 36, [16], 2)' 2
'(0, 10, [22], 2)' 2
'(11, 24, [7], 1)' 1
'(22, 32, [15], 1)' 1
'(16, 10, [35], 2)' 2
'(30, 37, [40], 2)' 2
'(28, 38, [2], 2)' 2
'(23, 29, [6], 2)' 2
'(18, 15, [19], 2)' 2
'(17, 15, [12], 2)' 2
'(4, 17, [23], 2)' 2
'(3, 23, [26], 1)' 1
'(41, 32, [27], 2)' 2
'(32, 20, [13], 2)' 2
'(22, 28, [40], 2)' 2
'(24, 29, [41], 1)' 1
'(28, 43, [13], 1)' 1
'(1, 36, [40], 2)' 2
'(39, 6, [43], 2)' 2
'(3, 30, [38], 1)' 1
'(5, 12, [4], 2)' 2
'(12, 10, [27], 2)' 2
'(27, 41, [11], 1)' 1
'(5, 2, [37], 2)' 2
'(7, 18, [39], 1)' 1
'(24, 34, [5], 2)' 2
'(9, 15, [31], 2)' 2
'(16, 41, [12], 1)' 1
'(29, 37, [5], 1)' 1
'(30, 26, [15], 2)' 2
'(10, 23, [38], 1)' 1
'(20, 21, [24], 2)' 1
'(2, 8, [25], 1)' 1
'(12, 5, [15], 2)' 2
'(34, 37, [5], 1)' 1
'(28, 41, [16], 1)' 1
'(1, 2, [16], 1)' 1
'(23, 29, [0], 1)' 1
'(27, 29, [13], 2)' 2
'(20, 30, [4], 1)' 1
'(5, 11, [30], 1)' 1
'(9, 20, [24], 1)' 1
'(32, 22, [21], 2)' 2
'(0, 12, [38], 2)' 2
'(35, 43, [1], 2)' 2
'(23, 30, [10], 2)' 2
'(38, 28, [3], 2)' 2
'(19, 21, [40], 2)' 2
'(29, 35, [18], 2)' 2
'(8, 16, [37], 1)' 1
'(24, 41, [11], 1)' 1
'(5, 2, [33], 2)' 2
'(33, 17, [39], 2)' 2
'(8, 27, [1], 1)' 1
'(5, 10, [35], 1)' 1
'(18, 9, [20], 2)' 2
'(38, 8, [39], 2)' 2
'(8, 23, [6], 1)' 1
'(16, 25, [0], 2)' 2
'(9, 3, [1], 2)' 2
'(11, 33, [4], 2)' 2
'(13, 19, [30], 2)' 2
'(39, 34, [33], 2)' 2
'(14, 42, [0], 1)' 1
'(25, 38, [22], 2)' 2
'(3, 27, [29], 2)' 2
'(10, 24, [39], 2)' 2
'(16, 19, [30], 2)' 2
'(26, 35, [2], 1)' 1
'(11, 33, [2], 1)' 1
'(39, 33, [24], 2)' 2
'(21, 30, [2], 1)' 1
'(27, 31, [20], 1)' 1
'(4, 29, [3], 1)' 1
'(20, 34, [2], 1)' 1
'(12, 43, [3], 1)' 1
'(14, 8, [39], 2)' 2
'(29, 28, [13], 2)' 1
'(15, 17, [36], 1)' 1
'(22, 25, [36], 1)' 1
'(22, 30, [14], 1)' 1
'(25, 1, [28], 2)' 2
'(6, 15, [18], 2)' 2
'(39, 41, [26], 2)' 2
'(4, 19, [25], 2)' 2
'(33, 25, [5], 2)' 2
'(33, 18, [37], 2)' 2
'(15, 19, [1], 2)' 2
'(7, 22, [24], 1)' 1
'(36, 28, [15], 2)' 2
'(27, 31, [4], 2)' 2
'(10, 26, [29], 2)' 2
'(25, 28, [40], 1)' 1
'(14, 25, [6], 2)' 2
'(1, 8, [42], 1)' 1
'(2, 29, [40], 2)' 2
'(0, 26, [39], 1)' 1
'(4, 19, [30], 1)' 1
'(2, 35, [42], 2)' 2
'(36, 15, [5], 2)' 2
'(2, 29, [35], 2)' 2
'(5, 9, [2], 2)' 2
'(25, 38, [9], 1)' 1
'(3, 19, [20], 2)' 2
'(12, 25, [43], 2)' 2
'(2, 6, [12], 1)' 1
'(35, 39, [31], 1)' 1
'(24, 32, [5], 1)' 1
'(23, 22, [20], 2)' 1
'(17, 26, [2], 1)' 1
'(19, 29, [5], 2)' 2
'(16, 3, [19], 2)' 2
'(11, 18, [38], 1)' 1
'(24, 27, [16], 2)' 2
'(9, 22, [4], 2)' 2
'(31, 32, [18], 2)' 1
'(12, 33, [7], 1)' 1
'(10, 11, [31], 2)' 1
'(33, 29, [37], 2)' 2
'(5, 34, [35], 2)' 2
'(0, 8, [24], 2)' 2
'(21, 31, [33], 2)' 2
'(26, 41, [2], 2)' 2
'(40, 37, [27], 2)' 2
'(15, 20, [3], 2)' 2
'(9, 27, [6], 1)' 1
'(10, 6, [24], 2)' 2
'(0, 6, [26], 1)' 1
'(16, 22, [38], 2)' 2
'(0, 8, [25], 2)' 2
'(15, 27, [9], 1)' 1
'(17, 39, [4], 2)' 2
'(3, 15, [18], 2)' 2
'(29, 16, [31], 2)' 2
'(0, 1, [10], 1)' 1
'(9, 0, [43], 2)' 2
'(25, 41, [18], 1)' 1
'(34, 17, [11], 2)' 2
'(35, 22, [1], 2)' 2
'(41, 31, [13], 2)' 2
'(17, 21, [35], 1)' 1
'(41, 18, [2], 2)' 2
'(0, 15, [26], 1)' 1
'(13, 39, [5], 1)' 1
'(18, 13, [19], 2)' 2
'(34, 22, [12], 2)' 2
'(41, 42, [17], 2)' 1
'(16, 7, [25], 2)' 2
'(32, 31, [24], 2)' 1
'(1, 24, [30], 2)' 2
'(37, 7, [38], 2)' 2
'(2, 19, [36], 1)' 1
'(19, 9, [39], 2)' 2
'(7, 25, [32], 2)' 2
'(12, 28, [35], 1)' 1
'(37, 33, [1], 2)' 2
'(2, 40, [42], 2)' 2
'(0, 8, [29], 2)' 2
'(24, 29, [14], 2)' 2
'(4, 36, [39], 1)' 1
'(6, 12, [21], 2)' 2
'(25, 39, [23], 1)' 1
'(11, 27, [7], 1)' 1
'(16, 24, [27], 2)' 2
'(9, 41, [3], 2)' 2
'(14, 18, [36], 2)' 2
'(10, 23, [41], 1)' 1
'(20, 41, [3], 2)' 2
'(3, 28, [31], 1)' 1
'(23, 40, [20], 1)' 1
'(19, 15, [22], 2)' 2
'(10, 25, [35], 1)' 1
'(17, 37, [8], 2)' 2
'(43, 20, [3], 2)' 2
'(14, 25, [29], 2)' 2
'(10, 14, [15], 1)' 1
'(27, 33, [42], 2)' 2
'(28, 41, [23], 2)' 2
'(37, 43, [1], 1)' 1
'(9, 31, [8], 2)' 2
'(21, 37, [43], 2)' 2
'(1, 10, [33], 2)' 2
'(2, 41, [42], 2)' 2
'(23, 14, [30], 2)' 2
'(23, 42, [15], 1)' 1
'(16, 21, [23], 1)' 1
'(17, 4, [22], 2)' 2
'(32, 4, [33], 2)' 2
'(17, 31, [11], 1)' 1
'(42, 41, [28], 2)' 1
'(2, 42, [1], 2)' 2
'(2, 30, [31], 1)' 1
'(29, 41, [26], 2)' 2
'(29, 41, [23], 1)' 1
'(9, 1, [14], 2)' 2
'(39, 41, [1], 2)' 2
'(33, 42, [18], 1)' 1
'(11, 40, [8], 2)' 2
'(29, 39, [2], 2)' 2
'(18, 17, [9], 2)' 1
'(13, 15, [26], 2)' 2
'(33, 35, [29], 2)' 2
'(32, 38, [11], 2)' 2
'(2, 28, [39], 2)' 2
'(23, 31, [2], 1)' 1
'(33, 34, [18], 1)' 1
'(21, 26, [41], 2)' 2
'(39, 21, [19], 2)' 2
'(21, 15, [10], 2)' 2
'(38, 27, [18], 2)' 2
'(22, 37, [39], 2)' 2
'(35, 40, [41], 2)' 2
'(19, 8, [2], 2)' 2
'(30, 20, [5], 2)' 2
'(40, 42, [17], 2)' 2
'(18, 33, [3], 2)' 2
'(0, 7, [26], 1)' 1
'(28, 16, [18], 4)' 1
'(10, 42, [1], 1)' 1
'(20, 1, [24], 2)' 2
'(26, 2, [37], 2)' 2
'(23, 27, [39], 2)' 2
'(15, 29, [5], 2)' 2
'(24, 31, [38], 1)' 1
'(8, 7, [36], 2)' 1
'(41, 23, [6], 2)' 2
'(26, 2, [43], 2)' 2
'(31, 19, [5], 2)' 2
'(38, 30, [1], 2)' 2
'(39, 5, [2], 2)' 2
'(25, 14, [4], 2)' 2
'(0, 2, None, 0)' 1
'(14, 21, [42], 1)' 1
'(13, 1, [28], 2)' 2
'(24, 39, [23], 2)' 2
'(42, 41, [24], 2)' 1
'(32, 29, [0], 2)' 2
'(36, 12, [7], 2)' 2
'(5, 11, [13], 1)' 1
'(13, 3, [37], 2)' 2
'(5, 30, [36], 1)' 1
'(17, 30, [15], 1)' 1
'(16, 35, [14], 2)' 2
'(13, 15, [38], 1)' 1
'(22, 23, [14], 1)' 1
'(16, 25, [7], 2)' 2
'(33, 6, [40], 2)' 2
'(10, 17, [3], 1)' 1
'(21, 7, [36], 2)' 2
'(14, 42, [2], 2)' 2
'(30, 20, [42], 2)' 2
'(27, 32, [26], 1)' 1
'(15, 2, [43], 2)' 2
'(28, 39, [22], 1)' 1
'(24, 32, [14], 1)' 1
'(0, 13, [30], 1)' 1
'(37, 32, [18], 2)' 2
'(19, 36, [43], 1)' 1
'(11, 25, [5], 1)' 1
'(22, 25, [7], 2)' 2
'(36, 40, [1], 2)' 2
'(7, 8, [1], 2)' 1
'(12, 28, [34], 1)' 1
'(32, 31, [1], 2)' 1
'(18, 0, [25], 2)' 2
'(2, 1, [32], 2)' 1
'(22, 7, [38], 2)' 2
'(35, 43, [26], 1)' 1
'(17, 22, [2], 1)' 1
'(26, 38, [4], 2)' 2
'(36, 41, [33], 1)' 1
'(19, 6, [0], 2)' 2
'(1, 22, [43], 1)' 1
'(24, 39, [15], 2)' 2
'(6, 43, [4], 2)' 2
'(4, 18, [25], 1)' 1
'(29, 41, [14], 2)' 2
'(3, 41, [1], 1)' 1
'(9, 11, [34], 2)' 2
'(3, 18, [28], 1)' 1
'(16, 1, [39], 2)' 2
'(6, 7, [19], 1)' 1
'(15, 21, [34], 2)' 2
'(1, 23, [37], 2)' 2
'(15, 16, [18], 2)' 1
'(24, 30, [1], 1)' 1
'(34, 25, [1], 2)' 2
'(37, 6, [39], 2)' 2
'(18, 42, [4], 1)' 1
'(16, 17, [43], 2)' 1
'(8, 5, [33], 2)' 2
'(40, 42, [2], 2)' 2
'(37, 22, [7], 2)' 2
'(11, 30, [38], 1)' 1
'(9, 14, [2], 2)' 2
'(3, 11, [15], 1)' 1
'(20, 24, [34], 2)' 2
'(18, 29, [40], 2)' 2
'(31, 39, [22], 1)' 1
'(8, 26, [37], 1)' 1
'(14, 23, [39], 1)' 1
'(0, 19, [25], 1)' 1
'(5, 13, [20], 1)' 1
'(21, 34, [43], 1)' 1
'(19, 23, [15], 1)' 1
'(18, 21, [34], 1)' 1
'(20, 27, [13], 2)' 2
'(14, 7, [23], 2)' 2
'(2, 4, [0], 1)' 1
'(10, 24, [2], 1)' 1
'(31, 19, [34], 2)' 2
'(32, 38, [31], 2)' 2
'(27, 10, [32], 2)' 2
'(38, 26, [19], 2)' 2
'(41, 43, [32], 1)' 1
'(16, 15, [19], 2)' 1
'(6, 39, [43], 2)' 2
'(4, 1, [35], 2)' 2
'(15, 34, [6], 2)' 2
'(32, 43, [8], 2)' 2
'(6, 23, [32], 1)' 1
'(14, 20, [0], 1)' 1
'(30, 2, [43], 2)' 2
'(18, 17, [6], 2)' 1
'(20, 31, [32], 2)' 2
'(1, 13, [27], 2)' 2
'(13, 9, [36], 2)' 2
'(34, 33, [21], 2)' 1
'(21, 31, [16], 2)' 2
'(37, 42, [0], 2)' 2
'(8, 27, [42], 1)' 1
'(32, 43, [6], 1)' 1
'(19, 3, [25], 2)' 2
'(0, 1, [14], 2)' 1
'(23, 42, [3], 2)' 2
'(8, 32, [40], 2)' 2
'(3, 1, [15], 2)' 2
'(3, 38, [40], 1)' 1
'(9, 29, [38], 1)' 1
'(2, 4, [18], 2)' 2
'(35, 38, [41], 2)' 2
'(14, 29, [9], 2)' 2
'(43, 26, [22], 2)' 2
'(37, 30, [10], 2)' 2
'(5, 34, [36], 2)' 2
'(3, 23, [35], 1)' 1
'(27, 23, [43], 2)' 2
'(17, 34, [16], 2)' 2
'(23, 13, [43], 2)' 2
'(28, 30, [24], 1)' 1
'(7, 17, [38], 1)' 1
'(23, 15, [37], 2)' 2
'(13, 41, [1], 1)' 1
'(22, 15, [29], 2)' 2
'(0, 19, [34], 1)' 1
'(10, 26, [2], 2)' 2
'(11, 29, [37], 2)' 2
'(43, 22, [14], 2)' 2
'(14, 36, [37], 1)' 1
'(11, 27, [42], 1)' 1
'(34, 42, [4], 1)' 1
'(12, 19, [38], 2)' 2
'(39, 27, [42], 2)' 2
'(13, 20, [10], 2)' 2
'(8, 32, [3], 1)' 1
'(24, 3, [37], 2)' 2
'(16, 36, [41], 1)' 1
'(18, 8, [7], 2)' 2
'(43, 31, [16], 2)' 2
'(7, 8, [19], 2)' 1
'(8, 17, [40], 1)' 1
'(16, 14, [4], 2)' 2
'(17, 39, [41], 2)' 2
'(20, 17, [14], 2)' 2
'(41, 18, [10], 2)' 2
'(12, 41, [43], 2)' 2
'(13, 6, [4], 2)' 2
'(15, 10, [32], 2)' 2
'(15, 21, [1], 2)' 2
'(43, 24, [7], 2)' 2
'(18, 6, [1], 2)' 2
'(6, 13, [5], 1)' 1
'(30, 41, [1], 2)' 2
'(39, 9, [40], 2)' 2
'(26, 13, [8], 2)' 2
'(4, 3, [29], 2)' 1
'(12, 6, [3], 2)' 2
'(26, 6, [1], 2)' 2
'(7, 29, [35], 1)' 1
'(6, 16, [33], 1)' 1
'(20, 9, [5], 2)' 2
'(13, 6, [40], 2)' 2
'(18, 33, [4], 2)' 2
'(38, 23, [22], 2)' 2
'(25, 41, [11], 1)' 1
'(35, 39, [34], 2)' 2
'(25, 28, [8], 2)' 2
'(42, 11, [43], 2)' 2
'(17, 22, [8], 1)' 1
'(28, 25, [42], 2)' 2
'(16, 12, [35], 2)' 2
'(17, 22, [24], 2)' 2
'(7, 25, [33], 1)' 1
'(38, 29, [41], 2)' 2
'(20, 21, [30], 2)' 1
'(29, 26, [11], 2)' 2
'(24, 3, [33], 2)' 2
'(10, 20, [27], 2)' 2
'(28, 33, [14], 1)' 1
'(30, 32, [43], 1)' 1
'(17, 23, [43], 2)' 2
'(36, 30, [19], 2)' 2
'(13, 5, [21], 2)' 2
'(29, 12, [6], 2)' 2
'(30, 34, [36], 1)' 1
'(18, 31, [14], 1)' 1
'(18, 22, [14], 2)' 2
'(20, 21, [36], 1)' 1
'(16, 15, [35], 2)' 1
'(33, 28, [35], 2)' 2
'(33, 39, [8], 2)' 2
'(42, 29, [27], 2)' 2
'(12, 7, [42], 2)' 2
'(10, 24, [30], 2)' 2
'(36, 20, [9], 2)' 2
'(19, 18, [25], 2)' 1
'(19, 12, [11], 2)' 2
'(12, 11, [29], 2)' 1
'(31, 41, [20], 2)' 2
'(20, 12, [33], 2)' 2
'(28, 31, [22], 1)' 1
'(34, 36, [12], 2)' 2
'(3, 19, [26], 2)' 2
'(21, 20, [36], 2)' 1
'(15, 25, [31], 2)' 2
'(29, 43, [27], 1)' 1
'(0, 10, [24], 2)' 2
'(32, 13, [37], 2)' 2
'(9, 16, [6], 2)' 2
'(6, 17, [37], 1)' 1
'(28, 3, [35], 2)' 2
'(13, 34, [12], 2)' 2
'(5, 8, [18], 1)' 1
'(9, 1, [15], 2)' 2
'(22, 7, [36], 2)' 2
'(22, 13, [39], 2)' 2
'(0, 22, [26], 2)' 2
'(7, 34, [35], 2)' 2
'(3, 6, [0], 2)' 2
'(36, 43, [10], 2)' 2
'(12, 21, [43], 1)' 1
'(20, 29, [4], 2)' 2
'(0, 5, [30], 1)' 1
'(31, 35, [0], 2)' 2
'(4, 18, [42], 2)' 2
'(28, 7, [23], 3)' 1
'(38, 12, [41], 2)' 2
'(11, 22, [40], 2)' 2
'(38, 32, [31], 2)' 2
'(26, 7, [40], 2)' 2
'(25, 35, [2], 1)' 1
'(23, 34, [4], 1)' 1
'(25, 16, [9], 2)' 2
'(41, 36, [15], 2)' 2
'(38, 25, [21], 2)' 2
'(13, 31, [43], 2)' 2
'(10, 38, [8], 2)' 2
'(3, 33, [38], 1)' 1
'(42, 32, [31], 2)' 2
'(32, 36, [8], 2)' 2
'(28, 33, [18], 1)' 1
'(38, 33, [43], 2)' 2
'(2, 5, [19], 2)' 2
'(18, 24, [10], 2)' 2
'(2, 6, [19], 1)' 1
'(9, 20, [25], 2)' 2
'(7, 34, [3], 2)' 2
'(4, 38, [42], 1)' 1
'(39, 11, [41], 2)' 2
'(1, 0, [12], 2)' 1
'(34, 25, [24], 2)' 2
'(13, 37, [42], 1)' 1
'(14, 10, [37], 2)' 2
'(19, 26, [28], 2)' 2
'(3, 2, [31], 2)' 1
'(33, 20, [17], 2)' 2
'(30, 32, [20], 1)' 1
'(26, 30, [34], 1)' 1
'(24, 36, [8], 2)' 2
'(5, 19, [33], 1)' 1
'(16, 6, [19], 2)' 2
'(33, 20, [39], 2)' 2
'(18, 8, [6], 2)' 2
'(36, 10, [8], 2)' 2
'(19, 34, [42], 1)' 1
'(31, 36, [28], 2)' 2
'(4, 20, [25], 1)' 1
'(17, 10, [22], 2)' 2
'(8, 4, [1], 2)' 2
'(41, 32, [43], 2)' 2
'(6, 30, [37], 2)' 2
'(25, 10, [6], 2)' 2
'(10, 28, [38], 1)' 1
'(13, 38, [3], 2)' 2
'(30, 26, [1], 2)' 2
'(8, 16, [43], 1)' 1
'(5, 21, [37], 2)' 2
'(3, 23, [39], 2)' 2
'(2, 5, [15], 2)' 2
'(34, 43, [11], 2)' 2
'(19, 15, [2], 2)' 2
'(23, 8, [35], 2)' 2
'(20, 23, [31], 2)' 2
'(22, 34, [36], 2)' 2
'(36, 41, [8], 2)' 2
'(38, 34, [42], 2)' 2
'(1, 28, [34], 1)' 1
'(7, 20, [2], 2)' 2
'(19, 31, [40], 2)' 2
'(31, 41, [13], 1)' 1
'(32, 25, [24], 2)' 2
'(31, 23, [10], 2)' 2
'(21, 32, [8], 2)' 2
'(36, 37, [33], 1)' 1
'(23, 28, [7], 1)' 1
'(15, 22, [13], 2)' 2
'(14, 9, [33], 2)' 2
'(21, 41, [12], 1)' 1
'(10, 38, [39], 1)' 1
'(6, 37, [42], 2)' 2
'(12, 26, [10], 1)' 1
'(4, 34, [3], 2)' 2
'(24, 28, [19], 1)' 1
'(15, 40, [0], 2)' 2
'(27, 15, [10], 2)' 2
'(7, 39, [40], 1)' 1
'(30, 25, [13], 2)' 2
'(23, 39, [12], 1)' 1
'(17, 33, [8], 2)' 2
'(18, 28, [7], 2)' 2
'(2, 31, [33], 1)' 1
'(19, 30, [3], 2)' 2
'(5, 12, [41], 2)' 2
'(40, 42, [23], 1)' 1
'(5, 8, [9], 1)' 1
'(6, 34, [4], 1)' 1
'(32, 5, [2], 2)' 2
'(24, 16, [42], 2)' 2
'(41, 34, [4], 2)' 2
'(32, 21, [0], 2)' 2
'(16, 33, [35], 1)' 1
'(6, 0, [38], 2)' 2
'(22, 24, [34], 1)' 1
'(22, 32, [8], 2)' 2
'(21, 39, [14], 1)' 1
'(22, 35, [7], 1)' 1
'(38, 24, [1], 2)' 2
'(18, 27, [17], 2)' 2
'(28, 11, [5], 2)' 2
'(41, 29, [26], 2)' 2
'(35, 40, [11], 2)' 2
'(39, 35, [24], 2)' 2
'(21, 33, [11], 2)' 2
'(32, 3, [37], 2)' 2
'(7, 29, [5], 1)' 1
'(16, 36, [9], 1)' 1
'(14, 11, [10], 2)' 2
'(5, 30, [39], 2)' 2
'(21, 34, [6], 1)' 1
'(35, 18, [3], 2)' 2
'(3, 2, [32], 2)' 1
'(31, 25, [17], 2)' 2
'(24, 40, [7], 1)' 1
'(24, 28, [4], 1)' 1
'(3, 34, [38], 2)' 2
'(12, 13, [36], 2)' 1
'(18, 37, [3], 2)' 2
'(13, 0, [16], 2)' 2
'(32, 37, [6], 1)' 1
'(5, 3, [24], 2)' 2
'(36, 2, [41], 2)' 2
'(10, 6, [19], 2)' 2
'(28, 27, [30], 2)' 1
'(42, 9, [0], 2)' 2
'(36, 37, [9], 1)' 1
'(43, 25, [24], 2)' 2
'(23, 20, [32], 2)' 2
'(2, 20, [41], 1)' 1
'(9, 15, [33], 2)' 2
'(7, 12, [16], 1)' 1
'(11, 0, [43], 2)' 2
'(15, 23, [42], 1)' 1
'(39, 26, [10], 2)' 2
'(35, 42, [30], 2)' 2
'(38, 36, [40], 2)' 2
'(36, 25, [1], 2)' 2
'(31, 41, [28], 1)' 1
'(17, 15, [36], 2)' 2
'(40, 38, [19], 2)' 2
'(28, 35, [43], 2)' 2
'(20, 11, [37], 2)' 2
'(23, 20, [5], 2)' 2
'(22, 16, [25], 2)' 2
'(39, 38, [9], 2)' 1
'(19, 12, [24], 2)' 2
'(21, 31, [18], 2)' 2
'(36, 23, [2], 2)' 2
'(21, 19, [22], 2)' 2
'(43, 18, [5], 2)' 2
'(40, 16, [10], 2)' 2
'(28, 43, [1], 2)' 2
'(21, 34, [5], 2)' 2
'(6, 8, [5], 2)' 2
'(30, 43, [20], 1)' 1
'(13, 24, [31], 1)' 1
'(20, 4, [30], 2)' 2
'(8, 28, [32], 2)' 2
'(42, 13, [8], 2)' 2
'(22, 23, [7], 1)' 1
'(28, 8, [40], 2)' 2
'(30, 41, [18], 1)' 1
'(7, 0, [15], 2)' 2
'(20, 8, [0], 2)' 2
'(1, 19, [31], 1)' 1
'(39, 34, [31], 2)' 2
'(22, 4, [2], 2)' 2
'(19, 12, [10], 2)' 2
'(35, 36, [41], 2)' 1
'(40, 26, [2], 2)' 2
'(29, 36, [5], 1)' 1
'(17, 2, [38], 2)' 2
'(14, 4, [39], 2)' 2
'(9, 28, [8], 1)' 1
'(26, 24, [32], 2)' 2
'(32, 10, [6], 2)' 2
'(26, 12, [29], 2)' 2
'(33, 42, [14], 1)' 1
'(11, 19, [37], 2)' 2
'(14, 5, [26], 2)' 2
'(20, 9, [6], 2)' 2
'(6, 8, [1], 2)' 2
'(40, 34, [3], 2)' 2
'(26, 31, [10], 2)' 2
'(16, 37, [7], 2)' 2
'(16, 32, [34], 1)' 1
'(13, 41, [4], 1)' 1
'(24, 31, [39], 2)' 2
'(15, 30, [14], 1)' 1
'(8, 13, [26], 1)' 1
'(23, 33, [43], 1)' 1
'(19, 24, [38], 1)' 1
'(9, 10, [26], 1)' 1
'(12, 14, [5], 1)' 1
'(25, 29, [15], 2)' 2
'(13, 5, [22], 2)' 2
'(22, 23, [18], 1)' 1
'(36, 41, [13], 1)' 1
'(0, 6, [43], 1)' 1
'(23, 39, [41], 1)' 1
'(10, 12, [29], 1)' 1
'(26, 28, [4], 2)' 2
