12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Initialize AveragePerceptronLearner ... 
12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Loading section 02 
12/12/2014 12:05:36 AM DEBUG: Loading section 03 
12/12/2014 12:05:46 AM DEBUG: Loading section 04 
12/12/2014 12:06:01 AM DEBUG: Loading section 05 
12/12/2014 12:06:14 AM DEBUG: Loading section 06 
12/12/2014 12:06:26 AM DEBUG: Loading section 07 
12/12/2014 12:06:40 AM DEBUG: Loading section 08 
12/12/2014 12:06:42 AM DEBUG: Loading section 09 
12/12/2014 12:06:58 AM DEBUG: Loading section 10 
12/12/2014 12:07:07 AM DEBUG: Loading section 11 
12/12/2014 12:07:24 AM DEBUG: Loading section 12 
12/12/2014 12:07:34 AM DEBUG: Loading section 13 
12/12/2014 12:07:54 AM DEBUG: Loading section 14 
12/12/2014 12:08:04 AM DEBUG: Loading section 15 
12/12/2014 12:08:24 AM DEBUG: Loading section 16 
12/12/2014 12:08:38 AM DEBUG: Loading section 17 
12/12/2014 12:08:47 AM DEBUG: Loading section 18 
12/12/2014 12:09:10 AM DEBUG: Loading section 19 
12/12/2014 12:09:19 AM DEBUG: Loading section 20 
12/12/2014 12:09:29 AM DEBUG: Loading section 21 
12/13/2014 04:51:27 AM DEBUG: Data finishing 97.91% ...
12/13/2014 04:53:58 AM DEBUG: Iteration: 17
12/13/2014 04:53:58 AM DEBUG: Data size: 39832
12/13/2014 04:53:58 AM DEBUG: Data finishing 0.00% ...
12/13/2014 04:54:07 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_16.db 
12/13/2014 04:54:07 AM DEBUG: Total Feature Num: 10505453 
12/13/2014 04:56:45 AM DEBUG: Data finishing 2.51% ...
12/13/2014 04:59:22 AM DEBUG: Data finishing 5.02% ...
12/13/2014 05:01:58 AM DEBUG: Data finishing 7.53% ...
12/13/2014 05:04:23 AM DEBUG: Data finishing 10.04% ...
12/13/2014 05:06:50 AM DEBUG: Data finishing 12.55% ...
12/13/2014 05:09:41 AM DEBUG: Data finishing 15.06% ...
12/13/2014 05:12:13 AM DEBUG: Data finishing 17.57% ...
12/13/2014 05:14:53 AM DEBUG: Data finishing 20.08% ...
12/13/2014 05:17:35 AM DEBUG: Data finishing 22.59% ...
12/13/2014 05:20:07 AM DEBUG: Data finishing 25.11% ...
12/13/2014 05:22:36 AM DEBUG: Data finishing 27.62% ...
12/13/2014 05:25:00 AM DEBUG: Data finishing 30.13% ...
12/13/2014 05:27:43 AM DEBUG: Data finishing 32.64% ...
12/13/2014 05:30:16 AM DEBUG: Data finishing 35.15% ...
12/13/2014 05:32:50 AM DEBUG: Data finishing 37.66% ...
12/13/2014 05:35:22 AM DEBUG: Data finishing 40.17% ...
12/13/2014 05:37:53 AM DEBUG: Data finishing 42.68% ...
12/13/2014 05:40:14 AM DEBUG: Data finishing 45.19% ...
12/13/2014 05:42:48 AM DEBUG: Data finishing 47.70% ...
12/13/2014 05:45:07 AM DEBUG: Data finishing 50.21% ...
12/13/2014 05:47:28 AM DEBUG: Data finishing 52.72% ...
12/13/2014 05:49:53 AM DEBUG: Data finishing 55.23% ...
12/13/2014 05:52:21 AM DEBUG: Data finishing 57.74% ...
12/13/2014 05:55:05 AM DEBUG: Data finishing 60.25% ...
12/13/2014 05:57:31 AM DEBUG: Data finishing 62.76% ...
12/13/2014 06:00:02 AM DEBUG: Data finishing 65.27% ...
12/13/2014 06:02:27 AM DEBUG: Data finishing 67.78% ...
12/13/2014 06:05:05 AM DEBUG: Data finishing 70.30% ...
12/13/2014 06:07:48 AM DEBUG: Data finishing 72.81% ...
12/13/2014 06:10:14 AM DEBUG: Data finishing 75.32% ...
12/13/2014 06:12:31 AM DEBUG: Data finishing 77.83% ...
12/13/2014 06:15:02 AM DEBUG: Data finishing 80.34% ...
12/13/2014 06:17:36 AM DEBUG: Data finishing 82.85% ...
12/13/2014 06:20:06 AM DEBUG: Data finishing 85.36% ...
12/13/2014 06:22:50 AM DEBUG: Data finishing 87.87% ...
12/13/2014 06:25:13 AM DEBUG: Data finishing 90.38% ...
12/13/2014 06:27:37 AM DEBUG: Data finishing 92.89% ...
12/13/2014 06:30:08 AM DEBUG: Data finishing 95.40% ...
12/13/2014 06:32:36 AM DEBUG: Data finishing 97.91% ...
12/13/2014 06:35:07 AM DEBUG: Iteration: 18
12/13/2014 06:35:07 AM DEBUG: Data size: 39832
12/13/2014 06:35:07 AM DEBUG: Data finishing 0.00% ...
12/13/2014 06:35:16 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_17.db 
12/13/2014 06:35:16 AM DEBUG: Total Feature Num: 10513245 
12/13/2014 06:37:54 AM DEBUG: Data finishing 2.51% ...
12/13/2014 06:40:31 AM DEBUG: Data finishing 5.02% ...
12/13/2014 06:43:14 AM DEBUG: Data finishing 7.53% ...
12/13/2014 06:45:42 AM DEBUG: Data finishing 10.04% ...
12/13/2014 06:48:16 AM DEBUG: Data finishing 12.55% ...
12/13/2014 06:51:12 AM DEBUG: Data finishing 15.06% ...
12/13/2014 06:53:45 AM DEBUG: Data finishing 17.57% ...
12/13/2014 06:56:25 AM DEBUG: Data finishing 20.08% ...
12/13/2014 06:59:08 AM DEBUG: Data finishing 22.59% ...
12/13/2014 07:01:40 AM DEBUG: Data finishing 25.11% ...
12/13/2014 07:04:11 AM DEBUG: Data finishing 27.62% ...
12/13/2014 07:06:35 AM DEBUG: Data finishing 30.13% ...
12/13/2014 07:09:18 AM DEBUG: Data finishing 32.64% ...
12/13/2014 07:11:52 AM DEBUG: Data finishing 35.15% ...
12/13/2014 07:14:26 AM DEBUG: Data finishing 37.66% ...
12/13/2014 07:17:00 AM DEBUG: Data finishing 40.17% ...
12/13/2014 07:19:31 AM DEBUG: Data finishing 42.68% ...
12/13/2014 07:21:52 AM DEBUG: Data finishing 45.19% ...
12/13/2014 07:24:28 AM DEBUG: Data finishing 47.70% ...
12/13/2014 07:26:48 AM DEBUG: Data finishing 50.21% ...
12/13/2014 07:29:09 AM DEBUG: Data finishing 52.72% ...
12/13/2014 07:31:35 AM DEBUG: Data finishing 55.23% ...
12/13/2014 07:34:03 AM DEBUG: Data finishing 57.74% ...
12/13/2014 07:36:48 AM DEBUG: Data finishing 60.25% ...
12/13/2014 07:39:14 AM DEBUG: Data finishing 62.76% ...
12/13/2014 07:41:46 AM DEBUG: Data finishing 65.27% ...
12/13/2014 07:44:11 AM DEBUG: Data finishing 67.78% ...
12/13/2014 07:46:49 AM DEBUG: Data finishing 70.30% ...
12/13/2014 07:49:33 AM DEBUG: Data finishing 72.81% ...
12/13/2014 07:51:59 AM DEBUG: Data finishing 75.32% ...
12/13/2014 07:54:16 AM DEBUG: Data finishing 77.83% ...
12/13/2014 07:56:48 AM DEBUG: Data finishing 80.34% ...
12/13/2014 07:59:23 AM DEBUG: Data finishing 82.85% ...
12/13/2014 08:01:53 AM DEBUG: Data finishing 85.36% ...
12/13/2014 08:04:38 AM DEBUG: Data finishing 87.87% ...
12/13/2014 08:07:01 AM DEBUG: Data finishing 90.38% ...
12/13/2014 08:09:26 AM DEBUG: Data finishing 92.89% ...
12/13/2014 08:11:57 AM DEBUG: Data finishing 95.40% ...
12/13/2014 08:14:26 AM DEBUG: Data finishing 97.91% ...
12/13/2014 08:16:57 AM DEBUG: Iteration: 19
12/13/2014 08:16:57 AM DEBUG: Data size: 39832
12/13/2014 08:16:57 AM DEBUG: Data finishing 0.00% ...
12/13/2014 08:17:06 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_18.db 
12/13/2014 08:17:06 AM DEBUG: Total Feature Num: 10520667 
12/13/2014 08:19:44 AM DEBUG: Data finishing 2.51% ...
12/13/2014 08:22:21 AM DEBUG: Data finishing 5.02% ...
12/13/2014 08:24:57 AM DEBUG: Data finishing 7.53% ...
12/13/2014 08:27:22 AM DEBUG: Data finishing 10.04% ...
12/13/2014 08:29:50 AM DEBUG: Data finishing 12.55% ...
12/13/2014 08:32:41 AM DEBUG: Data finishing 15.06% ...
12/13/2014 08:35:14 AM DEBUG: Data finishing 17.57% ...
12/13/2014 08:37:53 AM DEBUG: Data finishing 20.08% ...
12/13/2014 08:40:35 AM DEBUG: Data finishing 22.59% ...
12/13/2014 08:43:07 AM DEBUG: Data finishing 25.11% ...
12/13/2014 08:45:37 AM DEBUG: Data finishing 27.62% ...
12/13/2014 08:48:00 AM DEBUG: Data finishing 30.13% ...
12/13/2014 08:50:43 AM DEBUG: Data finishing 32.64% ...
12/13/2014 08:53:16 AM DEBUG: Data finishing 35.15% ...
12/13/2014 08:55:50 AM DEBUG: Data finishing 37.66% ...
12/13/2014 08:58:23 AM DEBUG: Data finishing 40.17% ...
12/13/2014 09:00:53 AM DEBUG: Data finishing 42.68% ...
12/13/2014 09:03:14 AM DEBUG: Data finishing 45.19% ...
12/13/2014 09:05:48 AM DEBUG: Data finishing 47.70% ...
12/13/2014 09:08:08 AM DEBUG: Data finishing 50.21% ...
12/13/2014 09:10:29 AM DEBUG: Data finishing 52.72% ...
12/13/2014 09:12:54 AM DEBUG: Data finishing 55.23% ...
12/13/2014 09:15:22 AM DEBUG: Data finishing 57.74% ...
12/13/2014 09:18:06 AM DEBUG: Data finishing 60.25% ...
12/13/2014 09:20:32 AM DEBUG: Data finishing 62.76% ...
12/13/2014 09:23:04 AM DEBUG: Data finishing 65.27% ...
12/13/2014 09:25:29 AM DEBUG: Data finishing 67.78% ...
12/13/2014 09:28:06 AM DEBUG: Data finishing 70.30% ...
12/13/2014 09:30:50 AM DEBUG: Data finishing 72.81% ...
12/13/2014 09:33:16 AM DEBUG: Data finishing 75.32% ...
12/13/2014 09:35:33 AM DEBUG: Data finishing 77.83% ...
12/13/2014 09:38:04 AM DEBUG: Data finishing 80.34% ...
12/13/2014 09:40:39 AM DEBUG: Data finishing 82.85% ...
12/13/2014 09:43:09 AM DEBUG: Data finishing 85.36% ...
12/13/2014 09:45:54 AM DEBUG: Data finishing 87.87% ...
12/13/2014 09:48:17 AM DEBUG: Data finishing 90.38% ...
12/13/2014 09:50:41 AM DEBUG: Data finishing 92.89% ...
12/13/2014 09:53:12 AM DEBUG: Data finishing 95.40% ...
12/13/2014 09:55:41 AM DEBUG: Data finishing 97.91% ...
12/13/2014 09:58:20 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_19.db 
12/13/2014 09:58:20 AM DEBUG: Total Feature Num: 10527897 
12/13/2014 09:58:38 AM DEBUG: Loading data...
12/13/2014 09:58:38 AM DEBUG: Loading section 23 
12/13/2014 09:59:06 AM DEBUG: Start evaluating ...
12/13/2014 09:59:06 AM INFO: Feature count: 10527897
12/13/2014 09:59:06 AM DEBUG: Data finishing 0.00% ...
12/13/2014 10:01:23 AM DEBUG: Data finishing 41.39% ...
12/13/2014 10:03:57 AM DEBUG: Data finishing 82.78% ...
12/13/2014 10:04:53 AM INFO: Unlabeled accuracy: 0.941182697057 (53350, 56684)
12/13/2014 10:04:53 AM INFO: Unlabeled attachment accuracy: 0.943587140440 (55766, 59100)
===============================================
Iter 1 :
12/13/2014 02:04:49 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_0.db 
12/13/2014 02:05:03 PM DEBUG: Loading data...
12/13/2014 02:05:03 PM DEBUG: Loading data...
12/13/2014 02:05:03 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 02:05:03 PM DEBUG: Loading data...
12/13/2014 02:05:03 PM DEBUG: Loading section 00 
12/13/2014 02:05:17 PM DEBUG: Loading section 01 
12/13/2014 02:05:33 PM DEBUG: Loading section 22 
12/13/2014 02:05:47 PM DEBUG: Loading section 24 
12/13/2014 02:05:57 PM DEBUG: Start evaluating ...
12/13/2014 02:05:57 PM INFO: Feature count: 9534142
12/13/2014 02:05:57 PM DEBUG: Data finishing 0.00% ...
12/13/2014 02:09:02 PM DEBUG: Data finishing 14.37% ...
12/13/2014 02:11:33 PM DEBUG: Data finishing 28.74% ...
12/13/2014 02:14:14 PM DEBUG: Data finishing 43.10% ...
12/13/2014 02:16:37 PM DEBUG: Data finishing 57.47% ...
12/13/2014 02:19:12 PM DEBUG: Data finishing 71.84% ...
12/13/2014 02:21:33 PM DEBUG: Data finishing 86.21% ...
12/13/2014 02:24:15 PM INFO: Unlabeled accuracy: 0.936912615083 (156515, 167054)
12/13/2014 02:24:15 PM INFO: Unlabeled attachment accuracy: 0.939435907456 (163475, 174014)
===============================================
Iter 2 :
12/13/2014 02:24:19 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_1.db 
12/13/2014 02:24:34 PM DEBUG: Loading data...
12/13/2014 02:24:34 PM DEBUG: Loading data...
12/13/2014 02:24:34 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 02:24:34 PM DEBUG: Loading data...
12/13/2014 02:24:34 PM DEBUG: Loading section 00 
12/13/2014 02:24:48 PM DEBUG: Loading section 01 
12/13/2014 02:25:03 PM DEBUG: Loading section 22 
12/13/2014 02:25:17 PM DEBUG: Loading section 24 
12/13/2014 02:25:27 PM DEBUG: Start evaluating ...
12/13/2014 02:25:27 PM INFO: Feature count: 9886118
12/13/2014 02:25:27 PM DEBUG: Data finishing 0.00% ...
12/13/2014 02:28:22 PM DEBUG: Data finishing 14.37% ...
12/13/2014 02:30:46 PM DEBUG: Data finishing 28.74% ...
12/13/2014 02:33:19 PM DEBUG: Data finishing 43.10% ...
12/13/2014 02:35:35 PM DEBUG: Data finishing 57.47% ...
12/13/2014 02:38:01 PM DEBUG: Data finishing 71.84% ...
12/13/2014 02:40:15 PM DEBUG: Data finishing 86.21% ...
12/13/2014 02:42:50 PM INFO: Unlabeled accuracy: 0.940689836819 (157146, 167054)
12/13/2014 02:42:50 PM INFO: Unlabeled attachment accuracy: 0.943062052479 (164106, 174014)
===============================================
Iter 3 :
12/13/2014 02:42:54 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_2.db 
12/13/2014 02:43:09 PM DEBUG: Loading data...
12/13/2014 02:43:09 PM DEBUG: Loading data...
12/13/2014 02:43:09 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 02:43:09 PM DEBUG: Loading data...
12/13/2014 02:43:09 PM DEBUG: Loading section 00 
12/13/2014 02:43:23 PM DEBUG: Loading section 01 
12/13/2014 02:43:39 PM DEBUG: Loading section 22 
12/13/2014 02:43:52 PM DEBUG: Loading section 24 
12/13/2014 02:44:02 PM DEBUG: Start evaluating ...
12/13/2014 02:44:02 PM INFO: Feature count: 10066840
12/13/2014 02:44:02 PM DEBUG: Data finishing 0.00% ...
12/13/2014 02:46:57 PM DEBUG: Data finishing 14.37% ...
12/13/2014 02:49:21 PM DEBUG: Data finishing 28.74% ...
12/13/2014 02:51:53 PM DEBUG: Data finishing 43.10% ...
12/13/2014 02:54:08 PM DEBUG: Data finishing 57.47% ...
12/13/2014 02:56:35 PM DEBUG: Data finishing 71.84% ...
12/13/2014 02:58:48 PM DEBUG: Data finishing 86.21% ...
12/13/2014 03:01:22 PM INFO: Unlabeled accuracy: 0.942144456284 (157389, 167054)
12/13/2014 03:01:22 PM INFO: Unlabeled attachment accuracy: 0.944458491845 (164349, 174014)
===============================================
Iter 4 :
12/13/2014 03:01:27 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_3.db 
12/13/2014 03:01:41 PM DEBUG: Loading data...
12/13/2014 03:01:41 PM DEBUG: Loading data...
12/13/2014 03:01:41 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 03:01:41 PM DEBUG: Loading data...
12/13/2014 03:01:41 PM DEBUG: Loading section 00 
12/13/2014 03:01:55 PM DEBUG: Loading section 01 
12/13/2014 03:02:11 PM DEBUG: Loading section 22 
12/13/2014 03:02:24 PM DEBUG: Loading section 24 
12/13/2014 03:02:34 PM DEBUG: Start evaluating ...
12/13/2014 03:02:34 PM INFO: Feature count: 10174094
12/13/2014 03:02:34 PM DEBUG: Data finishing 0.00% ...
12/13/2014 03:05:30 PM DEBUG: Data finishing 14.37% ...
12/13/2014 03:07:53 PM DEBUG: Data finishing 28.74% ...
12/13/2014 03:10:27 PM DEBUG: Data finishing 43.10% ...
12/13/2014 03:12:42 PM DEBUG: Data finishing 57.47% ...
12/13/2014 03:15:09 PM DEBUG: Data finishing 71.84% ...
12/13/2014 03:17:23 PM DEBUG: Data finishing 86.21% ...
12/13/2014 03:19:57 PM INFO: Unlabeled accuracy: 0.942024734517 (157369, 167054)
12/13/2014 03:19:57 PM INFO: Unlabeled attachment accuracy: 0.944343558564 (164329, 174014)
===============================================
Iter 5 :
12/13/2014 03:20:02 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_4.db 
12/13/2014 03:20:17 PM DEBUG: Loading data...
12/13/2014 03:20:17 PM DEBUG: Loading data...
12/13/2014 03:20:17 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 03:20:17 PM DEBUG: Loading data...
12/13/2014 03:20:17 PM DEBUG: Loading section 00 
12/13/2014 03:20:31 PM DEBUG: Loading section 01 
12/13/2014 03:20:46 PM DEBUG: Loading section 22 
12/13/2014 03:21:00 PM DEBUG: Loading section 24 
12/13/2014 03:21:10 PM DEBUG: Start evaluating ...
12/13/2014 03:21:10 PM INFO: Feature count: 10248242
12/13/2014 03:21:10 PM DEBUG: Data finishing 0.00% ...
12/13/2014 03:24:02 PM DEBUG: Data finishing 14.37% ...
12/13/2014 03:26:24 PM DEBUG: Data finishing 28.74% ...
12/13/2014 03:28:54 PM DEBUG: Data finishing 43.10% ...
12/13/2014 03:31:07 PM DEBUG: Data finishing 57.47% ...
12/13/2014 03:33:31 PM DEBUG: Data finishing 71.84% ...
12/13/2014 03:35:43 PM DEBUG: Data finishing 86.21% ...
12/13/2014 03:38:15 PM INFO: Unlabeled accuracy: 0.942192344990 (157397, 167054)
12/13/2014 03:38:15 PM INFO: Unlabeled attachment accuracy: 0.944504465158 (164357, 174014)
===============================================
Iter 6 :
12/13/2014 03:38:19 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_5.db 
12/13/2014 03:38:35 PM DEBUG: Loading data...
12/13/2014 03:38:35 PM DEBUG: Loading data...
12/13/2014 03:38:35 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 03:38:35 PM DEBUG: Loading data...
12/13/2014 03:38:35 PM DEBUG: Loading section 00 
12/13/2014 03:38:49 PM DEBUG: Loading section 01 
12/13/2014 03:39:05 PM DEBUG: Loading section 22 
12/13/2014 03:39:19 PM DEBUG: Loading section 24 
12/13/2014 03:39:29 PM DEBUG: Start evaluating ...
12/13/2014 03:39:29 PM INFO: Feature count: 10302575
12/13/2014 03:39:29 PM DEBUG: Data finishing 0.00% ...
12/13/2014 03:42:27 PM DEBUG: Data finishing 14.37% ...
12/13/2014 03:44:54 PM DEBUG: Data finishing 28.74% ...
12/13/2014 03:47:29 PM DEBUG: Data finishing 43.10% ...
12/13/2014 03:49:47 PM DEBUG: Data finishing 57.47% ...
12/13/2014 03:52:17 PM DEBUG: Data finishing 71.84% ...
12/13/2014 03:54:33 PM DEBUG: Data finishing 86.21% ...
12/13/2014 03:57:10 PM INFO: Unlabeled accuracy: 0.942144456284 (157389, 167054)
12/13/2014 03:57:10 PM INFO: Unlabeled attachment accuracy: 0.944458491845 (164349, 174014)
===============================================
Iter 7 :
12/13/2014 03:57:15 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_6.db 
12/13/2014 03:57:31 PM DEBUG: Loading data...
12/13/2014 03:57:31 PM DEBUG: Loading data...
12/13/2014 03:57:31 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 03:57:31 PM DEBUG: Loading data...
12/13/2014 03:57:31 PM DEBUG: Loading section 00 
12/13/2014 03:57:46 PM DEBUG: Loading section 01 
12/13/2014 03:58:01 PM DEBUG: Loading section 22 
12/13/2014 03:58:15 PM DEBUG: Loading section 24 
12/13/2014 03:58:26 PM DEBUG: Start evaluating ...
12/13/2014 03:58:26 PM INFO: Feature count: 10342271
12/13/2014 03:58:26 PM DEBUG: Data finishing 0.00% ...
12/13/2014 04:01:30 PM DEBUG: Data finishing 14.37% ...
12/13/2014 04:04:01 PM DEBUG: Data finishing 28.74% ...
12/13/2014 04:06:41 PM DEBUG: Data finishing 43.10% ...
12/13/2014 04:09:04 PM DEBUG: Data finishing 57.47% ...
12/13/2014 04:11:38 PM DEBUG: Data finishing 71.84% ...
12/13/2014 04:13:58 PM DEBUG: Data finishing 86.21% ...
12/13/2014 04:16:40 PM INFO: Unlabeled accuracy: 0.941845151867 (157339, 167054)
12/13/2014 04:16:40 PM INFO: Unlabeled attachment accuracy: 0.944171158642 (164299, 174014)
===============================================
Iter 8 :
12/13/2014 04:16:44 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_7.db 
12/13/2014 04:17:01 PM DEBUG: Loading data...
12/13/2014 04:17:01 PM DEBUG: Loading data...
12/13/2014 04:17:01 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 04:17:01 PM DEBUG: Loading data...
12/13/2014 04:17:01 PM DEBUG: Loading section 00 
12/13/2014 04:17:15 PM DEBUG: Loading section 01 
12/13/2014 04:17:31 PM DEBUG: Loading section 22 
12/13/2014 04:17:44 PM DEBUG: Loading section 24 
12/13/2014 04:17:55 PM DEBUG: Start evaluating ...
12/13/2014 04:17:55 PM INFO: Feature count: 10373455
12/13/2014 04:17:55 PM DEBUG: Data finishing 0.00% ...
12/13/2014 04:20:52 PM DEBUG: Data finishing 14.37% ...
12/13/2014 04:23:17 PM DEBUG: Data finishing 28.74% ...
12/13/2014 04:25:51 PM DEBUG: Data finishing 43.10% ...
12/13/2014 04:28:08 PM DEBUG: Data finishing 57.47% ...
12/13/2014 04:30:36 PM DEBUG: Data finishing 71.84% ...
12/13/2014 04:32:51 PM DEBUG: Data finishing 86.21% ...
12/13/2014 04:35:27 PM INFO: Unlabeled accuracy: 0.941887054485 (157346, 167054)
12/13/2014 04:35:27 PM INFO: Unlabeled attachment accuracy: 0.944211385291 (164306, 174014)
===============================================
Iter 9 :
12/13/2014 04:35:31 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_8.db 
12/13/2014 04:35:48 PM DEBUG: Loading data...
12/13/2014 04:35:48 PM DEBUG: Loading data...
12/13/2014 04:35:48 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 04:35:48 PM DEBUG: Loading data...
12/13/2014 04:35:48 PM DEBUG: Loading section 00 
12/13/2014 04:36:02 PM DEBUG: Loading section 01 
12/13/2014 04:36:17 PM DEBUG: Loading section 22 
12/13/2014 04:36:31 PM DEBUG: Loading section 24 
12/13/2014 04:36:41 PM DEBUG: Start evaluating ...
12/13/2014 04:36:41 PM INFO: Feature count: 10398905
12/13/2014 04:36:41 PM DEBUG: Data finishing 0.00% ...
12/13/2014 04:39:41 PM DEBUG: Data finishing 14.37% ...
12/13/2014 04:42:08 PM DEBUG: Data finishing 28.74% ...
12/13/2014 04:44:44 PM DEBUG: Data finishing 43.10% ...
12/13/2014 04:47:03 PM DEBUG: Data finishing 57.47% ...
12/13/2014 04:49:33 PM DEBUG: Data finishing 71.84% ...
12/13/2014 04:51:50 PM DEBUG: Data finishing 86.21% ...
12/13/2014 04:54:27 PM INFO: Unlabeled accuracy: 0.941881068397 (157345, 167054)
12/13/2014 04:54:27 PM INFO: Unlabeled attachment accuracy: 0.944205638627 (164305, 174014)
===============================================
Iter 10 :
12/13/2014 04:54:33 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_9.db 
12/13/2014 04:54:49 PM DEBUG: Loading data...
12/13/2014 04:54:49 PM DEBUG: Loading data...
12/13/2014 04:54:49 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 04:54:49 PM DEBUG: Loading data...
12/13/2014 04:54:49 PM DEBUG: Loading section 00 
12/13/2014 04:55:03 PM DEBUG: Loading section 01 
12/13/2014 04:55:18 PM DEBUG: Loading section 22 
12/13/2014 04:55:32 PM DEBUG: Loading section 24 
12/13/2014 04:55:42 PM DEBUG: Start evaluating ...
12/13/2014 04:55:42 PM INFO: Feature count: 10420623
12/13/2014 04:55:42 PM DEBUG: Data finishing 0.00% ...
12/13/2014 04:58:39 PM DEBUG: Data finishing 14.37% ...
12/13/2014 05:01:04 PM DEBUG: Data finishing 28.74% ...
12/13/2014 05:03:38 PM DEBUG: Data finishing 43.10% ...
12/13/2014 05:05:55 PM DEBUG: Data finishing 57.47% ...
12/13/2014 05:08:23 PM DEBUG: Data finishing 71.84% ...
12/13/2014 05:10:38 PM DEBUG: Data finishing 86.21% ...
12/13/2014 05:13:14 PM INFO: Unlabeled accuracy: 0.941928957104 (157353, 167054)
12/13/2014 05:13:14 PM INFO: Unlabeled attachment accuracy: 0.944251611939 (164313, 174014)
===============================================
Iter 11 :
12/13/2014 05:13:18 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_10.db 
12/13/2014 05:13:33 PM DEBUG: Loading data...
12/13/2014 05:13:33 PM DEBUG: Loading data...
12/13/2014 05:13:33 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 05:13:33 PM DEBUG: Loading data...
12/13/2014 05:13:33 PM DEBUG: Loading section 00 
12/13/2014 05:13:47 PM DEBUG: Loading section 01 
12/13/2014 05:14:03 PM DEBUG: Loading section 22 
12/13/2014 05:14:17 PM DEBUG: Loading section 24 
12/13/2014 05:14:27 PM DEBUG: Start evaluating ...
12/13/2014 05:14:27 PM INFO: Feature count: 10437224
12/13/2014 05:14:27 PM DEBUG: Data finishing 0.00% ...
12/13/2014 05:17:25 PM DEBUG: Data finishing 14.37% ...
12/13/2014 05:19:50 PM DEBUG: Data finishing 28.74% ...
12/13/2014 05:22:25 PM DEBUG: Data finishing 43.10% ...
12/13/2014 05:24:42 PM DEBUG: Data finishing 57.47% ...
12/13/2014 05:27:11 PM DEBUG: Data finishing 71.84% ...
12/13/2014 05:29:26 PM DEBUG: Data finishing 86.21% ...
12/13/2014 05:32:02 PM INFO: Unlabeled accuracy: 0.941797263160 (157331, 167054)
12/13/2014 05:32:02 PM INFO: Unlabeled attachment accuracy: 0.944125185330 (164291, 174014)
===============================================
Iter 12 :
12/13/2014 05:32:07 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_11.db 
12/13/2014 05:32:22 PM DEBUG: Loading data...
12/13/2014 05:32:22 PM DEBUG: Loading data...
12/13/2014 05:32:22 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/13/2014 05:32:22 PM DEBUG: Loading data...
12/13/2014 05:32:22 PM DEBUG: Loading section 00 
12/13/2014 05:32:36 PM DEBUG: Loading section 01 
12/13/2014 05:32:52 PM DEBUG: Loading section 22 
12/13/2014 05:33:06 PM DEBUG: Loading section 24 
12/13/2014 05:33:17 PM DEBUG: Start evaluating ...
