03/10/2016 09:23:10 AM DEBUG: Loading data...
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 10:19:58 AM DEBUG: Data finishing 0.00% ...
03/10/2016 10:20:35 AM DEBUG: Dumping Weight Vector to fv_Iter_1.db 
03/10/2016 10:20:35 AM DEBUG: Total Feature Num: 10405 
03/10/2016 11:08:49 AM DEBUG: Loading data...
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 11:08:49 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 11:08:49 AM DEBUG: Data finishing 0.00% ...
03/10/2016 11:09:49 AM DEBUG: Dumping Weight Vector to fv_Iter_1.db 
03/10/2016 11:09:49 AM DEBUG: Total Feature Num: 10405 
